node_id,recipe_id,period_id,currency,variable_conversion_cost_per_output,fixed_setup_cost,eligible_overhead_fixed,eligible_overhead_variable,markup_rate,markup_base_rule_id,scenario_sensitive_flag
NODE-0014,RCP-00003,P01,BRL,44.3434,4220.9364,1350.6997,7.9818,0.0699,COST-0011,true
NODE-0014,RCP-00003,P02,BRL,44.4208,4227.5981,1352.8314,7.9957,0.0699,COST-0011,true
NODE-0014,RCP-00003,P03,BRL,44.3417,4231.3626,1354.036,7.9815,0.0699,COST-0011,true
NODE-0014,RCP-00003,P04,BRL,44.1295,4231.6737,1354.1356,7.9433,0.0699,COST-0011,true
NODE-0014,RCP-00003,P05,BRL,43.8404,4228.8349,1353.2272,7.8913,0.0699,COST-0011,true
NODE-0014,RCP-00003,P06,BRL,43.5497,4223.9323,1351.6583,7.839,0.0699,COST-0011,true
NODE-0014,RCP-00003,P07,BRL,43.3328,4218.5548,1349.9376,7.7999,0.0699,COST-0011,true
NODE-0014,RCP-00003,P08,BRL,43.2461,4214.3966,1348.6069,7.7843,0.0699,COST-0011,true
NODE-0014,RCP-00003,P09,BRL,43.3145,4212.8448,1348.1104,7.7966,0.0699,COST-0011,true
NODE-0014,RCP-00003,P10,BRL,43.5249,4214.6525,1348.6888,7.8345,0.0699,COST-0011,true
NODE-0014,RCP-00003,P11,BRL,43.8304,4219.7641,1350.3245,7.8895,0.0699,COST-0011,true
NODE-0014,RCP-00003,P12,BRL,44.1609,4227.3271,1352.7447,7.949,0.0699,COST-0011,true
NODE-0017,RCP-00004,P01,CAD,12.148,1156.5306,370.0898,2.1866,0.093,COST-0011,true
NODE-0017,RCP-00004,P02,CAD,12.114,1152.7864,368.8916,2.1805,0.093,COST-0011,true
NODE-0017,RCP-00004,P03,CAD,12.0593,1150.3624,368.116,2.1707,0.093,COST-0011,true
NODE-0017,RCP-00004,P04,CAD,11.9935,1149.4822,367.8343,2.1588,0.093,COST-0011,true
NODE-0017,RCP-00004,P05,CAD,11.9288,1150.0028,368.0009,2.1472,0.093,COST-0011,true
NODE-0017,RCP-00004,P06,CAD,11.8771,1151.4476,368.4632,2.1379,0.093,COST-0011,true
NODE-0017,RCP-00004,P07,CAD,11.8476,1153.1147,368.9967,2.1326,0.093,COST-0011,true
NODE-0017,RCP-00004,P08,CAD,11.8439,1154.2419,369.3574,2.1319,0.093,COST-0011,true
NODE-0017,RCP-00004,P09,CAD,11.8633,1154.1953,369.3425,2.1354,0.093,COST-0011,true
NODE-0017,RCP-00004,P10,CAD,11.8974,1152.6336,368.8427,2.1415,0.093,COST-0011,true
NODE-0017,RCP-00004,P11,CAD,11.9341,1149.5976,367.8712,2.1481,0.093,COST-0011,true
NODE-0017,RCP-00004,P12,CAD,11.9606,1145.4978,366.5593,2.1529,0.093,COST-0011,true
NODE-0015,RCP-00005,P01,CZK,219.8987,20964.9385,6708.7803,39.5818,0.0966,COST-0011,true
NODE-0015,RCP-00005,P02,CZK,219.2945,20999.7884,6719.9323,39.473,0.0966,COST-0011,true
NODE-0015,RCP-00005,P03,CZK,218.574,21051.9893,6736.6366,39.3433,0.0966,COST-0011,true
NODE-0015,RCP-00005,P04,CZK,218.0786,21125.0196,6760.0063,39.2541,0.0966,COST-0011,true
NODE-0015,RCP-00005,P05,CZK,218.0987,21217.4749,6789.592,39.2578,0.0966,COST-0011,true
NODE-0015,RCP-00005,P06,CZK,218.8041,21323.3218,6823.463,39.3847,0.0966,COST-0011,true
NODE-0015,RCP-00005,P07,CZK,220.2005,21433.2281,6858.633,39.6361,0.0966,COST-0011,true
NODE-0015,RCP-00005,P08,CZK,222.1244,21536.7452,6891.7585,39.9824,0.0966,COST-0011,true
NODE-0015,RCP-00005,P09,CZK,224.2786,21624.8851,6919.9632,40.3701,0.0966,COST-0011,true
NODE-0015,RCP-00005,P10,CZK,226.3051,21692.4531,6941.585,40.7349,0.0966,COST-0011,true
NODE-0015,RCP-00005,P11,CZK,227.8757,21739.4633,6956.6283,41.0176,0.0966,COST-0011,true
NODE-0015,RCP-00005,P12,CZK,228.7764,21771.1983,6966.7835,41.1798,0.0966,COST-0011,true
NODE-0018,RCP-00006,P01,EUR,8.0184,763.2279,244.2329,1.4433,0.0674,COST-0011,true
NODE-0018,RCP-00006,P02,EUR,7.9951,763.2279,244.2329,1.4391,0.0674,COST-0011,true
NODE-0018,RCP-00006,P03,EUR,7.9551,763.2279,244.2329,1.4319,0.0674,COST-0011,true
NODE-0018,RCP-00006,P04,EUR,7.9081,763.2279,244.2329,1.4235,0.0674,COST-0011,true
NODE-0018,RCP-00006,P05,EUR,7.8656,763.2279,244.2329,1.4158,0.0674,COST-0011,true
NODE-0018,RCP-00006,P06,EUR,7.8381,763.2279,244.2329,1.4109,0.0674,COST-0011,true
NODE-0018,RCP-00006,P07,EUR,7.8323,763.2279,244.2329,1.4098,0.0674,COST-0011,true
NODE-0018,RCP-00006,P08,EUR,7.8496,763.2279,244.2329,1.4129,0.0674,COST-0011,true
NODE-0018,RCP-00006,P09,EUR,7.8858,763.2279,244.2329,1.4194,0.0674,COST-0011,true
NODE-0018,RCP-00006,P10,EUR,7.932,763.2279,244.2329,1.4278,0.0674,COST-0011,true
NODE-0018,RCP-00006,P11,EUR,7.9769,763.2279,244.2329,1.4358,0.0674,COST-0011,true
NODE-0018,RCP-00006,P12,EUR,8.0095,763.2279,244.2329,1.4417,0.0674,COST-0011,true
NODE-0016,RCP-00007,P01,INR,586.8791,55943.2487,17901.8396,105.6382,0.1329,COST-0011,true
NODE-0016,RCP-00007,P02,INR,586.3672,56135.9438,17963.502,105.5461,0.1329,COST-0011,true
NODE-0016,RCP-00007,P03,INR,584.552,56284.1349,18010.9232,105.2194,0.1329,COST-0011,true
NODE-0016,RCP-00007,P04,INR,582.1644,56378.5788,18041.1452,104.7896,0.1329,COST-0011,true
NODE-0016,RCP-00007,P05,INR,580.0834,56423.5591,18055.5389,104.415,0.1329,COST-0011,true
NODE-0016,RCP-00007,P06,INR,579.1129,56435.8385,18059.4683,104.2403,0.1329,COST-0011,true
NODE-0016,RCP-00007,P07,INR,579.7807,56440.4029,18060.9289,104.3605,0.1329,COST-0011,true
NODE-0016,RCP-00007,P08,INR,582.2127,56464.1706,18068.5346,104.7983,0.1329,COST-0011,true
NODE-0016,RCP-00007,P09,INR,586.1086,56529.4857,18089.4354,105.4995,0.1329,COST-0011,true
NODE-0016,RCP-00007,P10,INR,590.8184,56648.7975,18127.6152,106.3473,0.1329,COST-0011,true
NODE-0016,RCP-00007,P11,INR,595.4973,56821.7612,18182.9636,107.1895,0.1329,COST-0011,true
NODE-0016,RCP-00007,P12,INR,599.3024,57035.1918,18251.2614,107.8744,0.1329,COST-0011,true
NODE-0019,RCP-00008,P01,MAD,67.1611,6401.4603,2048.4673,12.089,0.13,COST-0011,true
NODE-0019,RCP-00008,P02,MAD,66.988,6373.6339,2039.5628,12.0578,0.13,COST-0011,true
NODE-0019,RCP-00008,P03,MAD,66.6955,6352.9325,2032.9384,12.0052,0.13,COST-0011,true
NODE-0019,RCP-00008,P04,MAD,66.3152,6340.4924,2028.9576,11.9367,0.13,COST-0011,true
NODE-0019,RCP-00008,P05,MAD,65.8999,6335.4987,2027.3596,11.862,0.13,COST-0011,true
NODE-0019,RCP-00008,P06,MAD,65.5109,6335.3837,2027.3228,11.792,0.13,COST-0011,true
NODE-0019,RCP-00008,P07,MAD,65.204,6336.4182,2027.6538,11.7367,0.13,COST-0011,true
NODE-0019,RCP-00008,P08,MAD,65.0157,6334.5954,2027.0705,11.7028,0.13,COST-0011,true
NODE-0019,RCP-00008,P09,MAD,64.9537,6326.6205,2024.5186,11.6917,0.13,COST-0011,true
NODE-0019,RCP-00008,P10,MAD,64.9946,6310.7557,2019.4418,11.699,0.13,COST-0011,true
NODE-0019,RCP-00008,P11,MAD,65.0892,6287.2688,2011.926,11.7161,0.13,COST-0011,true
NODE-0019,RCP-00008,P12,MAD,65.1756,6258.3432,2002.6698,11.7316,0.13,COST-0011,true
NODE-0017,RCP-00009,P01,CAD,11.4458,1090.4105,348.9314,2.0602,0.1251,COST-0011,true
NODE-0017,RCP-00009,P02,CAD,11.3645,1086.8804,347.8017,2.0456,0.1251,COST-0011,true
NODE-0017,RCP-00009,P03,CAD,11.2777,1084.5949,347.0704,2.03,0.1251,COST-0011,true
NODE-0017,RCP-00009,P04,CAD,11.203,1083.7651,346.8048,2.0165,0.1251,COST-0011,true
NODE-0017,RCP-00009,P05,CAD,11.1549,1084.2559,346.9619,2.0079,0.1251,COST-0011,true
NODE-0017,RCP-00009,P06,CAD,11.1416,1085.6182,347.3978,2.0055,0.1251,COST-0011,true
NODE-0017,RCP-00009,P07,CAD,11.1631,1087.19,347.9008,2.0094,0.1251,COST-0011,true
NODE-0017,RCP-00009,P08,CAD,11.2108,1088.2527,348.2409,2.0179,0.1251,COST-0011,true
NODE-0017,RCP-00009,P09,CAD,11.2695,1088.2088,348.2268,2.0285,0.1251,COST-0011,true
NODE-0017,RCP-00009,P10,CAD,11.3213,1086.7363,347.7556,2.0378,0.1251,COST-0011,true
NODE-0017,RCP-00009,P11,CAD,11.3498,1083.8738,346.8396,2.043,0.1251,COST-0011,true
NODE-0017,RCP-00009,P12,CAD,11.3448,1080.0084,345.6027,2.0421,0.1251,COST-0011,true
NODE-0020,RCP-00010,P01,MXN,127.0241,12296.3945,3934.8462,22.8643,0.0982,COST-0011,true
NODE-0020,RCP-00010,P02,MXN,125.9841,12251.0777,3920.3449,22.6771,0.0982,COST-0011,true
NODE-0020,RCP-00010,P03,MXN,125.395,12219.5141,3910.2445,22.5711,0.0982,COST-0011,true
NODE-0020,RCP-00010,P04,MXN,125.3415,12203.9785,3905.2731,22.5615,0.0982,COST-0011,true
NODE-0020,RCP-00010,P05,MXN,125.7811,12202.944,3904.9421,22.6406,0.0982,COST-0011,true
NODE-0020,RCP-00010,P06,MXN,126.5534,12211.4455,3907.6626,22.7796,0.0982,COST-0011,true
NODE-0020,RCP-00010,P07,MXN,127.4168,12222.2123,3911.1079,22.935,0.0982,COST-0011,true
NODE-0020,RCP-00010,P08,MXN,128.1054,12227.3878,3912.7641,23.059,0.0982,COST-0011,true
NODE-0020,RCP-00010,P09,MXN,128.3944,12220.47,3910.5504,23.111,0.0982,COST-0011,true
NODE-0020,RCP-00010,P10,MXN,128.1584,12197.9873,3903.3559,23.0685,0.0982,COST-0011,true
NODE-0020,RCP-00010,P11,MXN,127.4042,12160.4054,3891.3297,22.9328,0.0982,COST-0011,true
NODE-0020,RCP-00010,P12,MXN,126.2684,12111.9764,3875.8325,22.7283,0.0982,COST-0011,true
NODE-0018,RCP-00011,P01,EUR,6.5683,625.7785,200.2491,1.1823,0.1355,COST-0011,true
NODE-0018,RCP-00011,P02,EUR,6.5772,625.7785,200.2491,1.1839,0.1355,COST-0011,true
NODE-0018,RCP-00011,P03,EUR,6.5669,625.7785,200.2491,1.182,0.1355,COST-0011,true
NODE-0018,RCP-00011,P04,EUR,6.5401,625.7785,200.2491,1.1772,0.1355,COST-0011,true
NODE-0018,RCP-00011,P05,EUR,6.5033,625.7785,200.2491,1.1706,0.1355,COST-0011,true
NODE-0018,RCP-00011,P06,EUR,6.4655,625.7785,200.2491,1.1638,0.1355,COST-0011,true
NODE-0018,RCP-00011,P07,EUR,6.4359,625.7785,200.2491,1.1585,0.1355,COST-0011,true
NODE-0018,RCP-00011,P08,EUR,6.4218,625.7785,200.2491,1.1559,0.1355,COST-0011,true
NODE-0018,RCP-00011,P09,EUR,6.4267,625.7785,200.2491,1.1568,0.1355,COST-0011,true
NODE-0018,RCP-00011,P10,EUR,6.4493,625.7785,200.2491,1.1609,0.1355,COST-0011,true
NODE-0018,RCP-00011,P11,EUR,6.4841,625.7785,200.2491,1.1671,0.1355,COST-0011,true
NODE-0018,RCP-00011,P12,EUR,6.5227,625.7785,200.2491,1.1741,0.1355,COST-0011,true
NODE-0013,RCP-00012,P01,VND,215472.3798,20502241.769,6560717.3661,38785.0284,0.103,COST-0011,true
NODE-0013,RCP-00012,P02,VND,215081.1052,20506843.9726,6562190.0712,38714.5989,0.103,COST-0011,true
NODE-0013,RCP-00012,P03,VND,213970.7169,20491894.3598,6557406.1951,38514.729,0.103,COST-0011,true
NODE-0013,RCP-00012,P04,VND,212355.2593,20455188.0081,6545660.1626,38223.9467,0.103,COST-0011,true
NODE-0013,RCP-00012,P05,VND,210555.153,20398096.8584,6527390.9947,37899.9275,0.103,COST-0011,true
NODE-0013,RCP-00012,P06,VND,208947.3701,20328310.3121,6505059.2999,37610.5266,0.103,COST-0011,true
NODE-0013,RCP-00012,P07,VND,207847.2954,20255630.7292,6481801.8333,37412.5132,0.103,COST-0011,true
NODE-0013,RCP-00012,P08,VND,207450.7246,20191275.62,6461208.1984,37341.1304,0.103,COST-0011,true
NODE-0013,RCP-00012,P09,VND,207771.97,20143415.8079,6445893.0585,37398.9546,0.103,COST-0011,true
NODE-0013,RCP-00012,P10,VND,208665.3949,20117355.6206,6437553.7986,37559.7711,0.103,COST-0011,true
NODE-0013,RCP-00012,P11,VND,209835.6156,20111819.5971,6435782.2711,37770.4108,0.103,COST-0011,true
NODE-0013,RCP-00012,P12,VND,210932.9071,20121786.6342,6438971.7229,37967.9233,0.103,COST-0011,true
NODE-0019,RCP-00013,P01,MAD,102.4321,9914.8748,3172.7599,18.4378,0.1192,COST-0011,true
NODE-0019,RCP-00013,P02,MAD,101.5226,9871.7759,3158.9683,18.2741,0.1192,COST-0011,true
NODE-0019,RCP-00013,P03,MAD,100.975,9839.7127,3148.7081,18.1755,0.1192,COST-0011,true
NODE-0019,RCP-00013,P04,MAD,100.8574,9820.4449,3142.5424,18.1543,0.1192,COST-0011,true
NODE-0019,RCP-00013,P05,MAD,101.1358,9812.7104,3140.0673,18.2044,0.1192,COST-0011,true
NODE-0019,RCP-00013,P06,MAD,101.6819,9812.5322,3140.0103,18.3027,0.1192,COST-0011,true
NODE-0019,RCP-00013,P07,MAD,102.3026,9814.1345,3140.523,18.4145,0.1192,COST-0011,true
NODE-0019,RCP-00013,P08,MAD,102.7851,9811.3113,3139.6196,18.5013,0.1192,COST-0011,true
NODE-0019,RCP-00013,P09,MAD,102.9501,9798.9595,3135.667,18.531,0.1192,COST-0011,true
NODE-0019,RCP-00013,P10,MAD,102.6973,9774.3874,3127.804,18.4855,0.1192,COST-0011,true
NODE-0019,RCP-00013,P11,MAD,102.0319,9738.0097,3116.1631,18.3657,0.1192,COST-0011,true
NODE-0019,RCP-00013,P12,MAD,101.0624,9693.2084,3101.8267,18.1912,0.1192,COST-0011,true
NODE-0014,RCP-00014,P01,BRL,46.3515,4424.7639,1415.9245,8.3433,0.081,COST-0011,true
NODE-0014,RCP-00014,P02,BRL,46.5598,4431.7473,1418.1591,8.3808,0.081,COST-0011,true
NODE-0014,RCP-00014,P03,BRL,46.6059,4435.6936,1419.422,8.3891,0.081,COST-0011,true
NODE-0014,RCP-00014,P04,BRL,46.4823,4436.0197,1419.5263,8.3668,0.081,COST-0011,true
NODE-0014,RCP-00014,P05,BRL,46.2237,4433.0439,1418.574,8.3203,0.081,COST-0011,true
NODE-0014,RCP-00014,P06,BRL,45.8981,4427.9045,1416.9294,8.2617,0.081,COST-0011,true
NODE-0014,RCP-00014,P07,BRL,45.5898,4422.2674,1415.1256,8.2062,0.081,COST-0011,true
NODE-0014,RCP-00014,P08,BRL,45.3781,4417.9084,1413.7307,8.1681,0.081,COST-0011,true
NODE-0014,RCP-00014,P09,BRL,45.3183,4416.2816,1413.2101,8.1573,0.081,COST-0011,true
NODE-0014,RCP-00014,P10,BRL,45.4289,4418.1766,1413.8165,8.1772,0.081,COST-0011,true
NODE-0014,RCP-00014,P11,BRL,45.6874,4423.535,1415.5312,8.2237,0.081,COST-0011,true
NODE-0014,RCP-00014,P12,BRL,46.0354,4431.4632,1418.0682,8.2864,0.081,COST-0011,true
NODE-0020,RCP-00015,P01,MXN,138.2812,13187.7663,4220.0852,24.8906,0.0766,COST-0011,true
NODE-0020,RCP-00015,P02,MXN,137.1408,13139.1644,4204.5326,24.6854,0.0766,COST-0011,true
NODE-0020,RCP-00015,P03,MXN,135.9922,13105.3127,4193.7001,24.4786,0.0766,COST-0011,true
NODE-0020,RCP-00015,P04,MXN,135.0535,13088.651,4188.3683,24.3096,0.0766,COST-0011,true
NODE-0020,RCP-00015,P05,MXN,134.4922,13087.5415,4188.0133,24.2086,0.0766,COST-0011,true
NODE-0020,RCP-00015,P06,MXN,134.3865,13096.6593,4190.931,24.1896,0.0766,COST-0011,true
NODE-0020,RCP-00015,P07,MXN,134.7054,13108.2065,4194.6261,24.247,0.0766,COST-0011,true
NODE-0020,RCP-00015,P08,MXN,135.314,13113.7573,4196.4023,24.3565,0.0766,COST-0011,true
NODE-0020,RCP-00015,P09,MXN,136.0045,13106.338,4194.0282,24.4808,0.0766,COST-0011,true
NODE-0020,RCP-00015,P10,MXN,136.5481,13082.2254,4186.3121,24.5787,0.0766,COST-0011,true
NODE-0020,RCP-00015,P11,MXN,136.7529,13041.9192,4173.4142,24.6155,0.0766,COST-0011,true
NODE-0020,RCP-00015,P12,MXN,136.5136,12989.9796,4156.7935,24.5725,0.0766,COST-0011,true
NODE-0015,RCP-00016,P01,CZK,200.6048,19135.1546,6123.2495,36.1089,0.0791,COST-0011,true
NODE-0015,RCP-00016,P02,CZK,201.4184,19166.9628,6133.4281,36.2553,0.0791,COST-0011,true
NODE-0015,RCP-00016,P03,CZK,201.8224,19214.6077,6148.6745,36.328,0.0791,COST-0011,true
NODE-0015,RCP-00016,P04,CZK,201.8692,19281.2641,6170.0045,36.3365,0.0791,COST-0011,true
NODE-0015,RCP-00016,P05,CZK,201.6985,19365.65,6197.008,36.3057,0.0791,COST-0011,true
NODE-0015,RCP-00016,P06,CZK,201.5046,19462.2588,6227.9228,36.2708,0.0791,COST-0011,true
NODE-0015,RCP-00016,P07,CZK,201.4909,19562.5726,6260.0232,36.2684,0.0791,COST-0011,true
NODE-0015,RCP-00016,P08,CZK,201.8203,19657.0549,6290.2576,36.3276,0.0791,COST-0011,true
NODE-0015,RCP-00016,P09,CZK,202.5733,19737.5021,6316.0007,36.4632,0.0791,COST-0011,true
NODE-0015,RCP-00016,P10,CZK,203.7265,19799.173,6335.7354,36.6708,0.0791,COST-0011,true
NODE-0015,RCP-00016,P11,CZK,205.1562,19842.0802,6349.4657,36.9281,0.0791,COST-0011,true
NODE-0015,RCP-00016,P12,CZK,206.6706,19871.0454,6358.7345,37.2007,0.0791,COST-0011,true
NODE-0024,RCP-00017,P01,PLN,105.5954,6733.0945,2154.5902,19.0072,0.0898,COST-0011,true
NODE-0024,RCP-00017,P02,PLN,105.7365,6725.2163,2152.0692,19.0326,0.0898,COST-0011,true
NODE-0024,RCP-00017,P03,PLN,105.676,6723.7052,2151.5857,19.0217,0.0898,COST-0011,true
NODE-0024,RCP-00017,P04,PLN,105.4412,6729.7329,2153.5145,18.9794,0.0898,COST-0011,true
NODE-0024,RCP-00017,P05,PLN,105.1014,6742.6702,2157.6545,18.9182,0.0898,COST-0011,true
NODE-0024,RCP-00017,P06,PLN,104.7513,6760.223,2163.2714,18.8552,0.0898,COST-0011,true
NODE-0024,RCP-00017,P07,PLN,104.4892,6778.9506,2169.2642,18.808,0.0898,COST-0011,true
NODE-0024,RCP-00017,P08,PLN,104.3929,6795.0756,2174.4242,18.7907,0.0898,COST-0011,true
NODE-0024,RCP-00017,P09,PLN,104.5003,6805.4173,2177.7335,18.81,0.0898,COST-0011,true
NODE-0024,RCP-00017,P10,PLN,104.7981,6808.2131,2178.6282,18.8637,0.0898,COST-0011,true
NODE-0024,RCP-00017,P11,PLN,105.2255,6803.5883,2177.1483,18.9406,0.0898,COST-0011,true
NODE-0024,RCP-00017,P12,PLN,105.6893,6793.5259,2173.9283,19.0241,0.0898,COST-0011,true
NODE-0025,RCP-00018,P01,RON,93.2176,5952.7341,1904.8749,16.7792,0.1223,COST-0011,true
NODE-0025,RCP-00018,P02,RON,92.4403,5934.5572,1899.0583,16.6392,0.1223,COST-0011,true
NODE-0025,RCP-00018,P03,RON,91.6706,5920.1714,1894.4548,16.5007,0.1223,COST-0011,true
NODE-0025,RCP-00018,P04,RON,91.0509,5910.2027,1891.2649,16.3892,0.1223,COST-0011,true
NODE-0025,RCP-00018,P05,RON,90.6871,5904.223,1889.3513,16.3237,0.1223,COST-0011,true
NODE-0025,RCP-00018,P06,RON,90.6233,5900.8563,1888.274,16.3122,0.1223,COST-0011,true
NODE-0025,RCP-00018,P07,RON,90.8313,5898.1063,1887.394,16.3496,0.1223,COST-0011,true
NODE-0025,RCP-00018,P08,RON,91.2165,5893.8371,1886.0279,16.419,0.1223,COST-0011,true
NODE-0025,RCP-00018,P09,RON,91.6406,5886.2978,1883.6153,16.4953,0.1223,COST-0011,true
NODE-0025,RCP-00018,P10,RON,91.9557,5874.5624,1879.86,16.552,0.1223,COST-0011,true
NODE-0025,RCP-00018,P11,RON,92.0414,5858.7607,1874.8034,16.5674,0.1223,COST-0011,true
NODE-0025,RCP-00018,P12,RON,91.8351,5840.0375,1868.812,16.5303,0.1223,COST-0011,true
NODE-0027,RCP-00019,P01,EUR,19.4363,1236.6622,395.7319,3.4985,0.1227,COST-0011,true
NODE-0027,RCP-00019,P02,EUR,19.4434,1236.6622,395.7319,3.4998,0.1227,COST-0011,true
NODE-0027,RCP-00019,P03,EUR,19.395,1236.6622,395.7319,3.4911,0.1227,COST-0011,true
NODE-0027,RCP-00019,P04,EUR,19.303,1236.6622,395.7319,3.4745,0.1227,COST-0011,true
NODE-0027,RCP-00019,P05,EUR,19.1899,1236.6622,395.7319,3.4542,0.1227,COST-0011,true
NODE-0027,RCP-00019,P06,EUR,19.0834,1236.6622,395.7319,3.435,0.1227,COST-0011,true
NODE-0027,RCP-00019,P07,EUR,19.0096,1236.6622,395.7319,3.4217,0.1227,COST-0011,true
NODE-0027,RCP-00019,P08,EUR,18.9865,1236.6622,395.7319,3.4176,0.1227,COST-0011,true
NODE-0027,RCP-00019,P09,EUR,19.0199,1236.6622,395.7319,3.4236,0.1227,COST-0011,true
NODE-0027,RCP-00019,P10,EUR,19.1014,1236.6622,395.7319,3.4383,0.1227,COST-0011,true
NODE-0027,RCP-00019,P11,EUR,19.2113,1236.6622,395.7319,3.458,0.1227,COST-0011,true
NODE-0027,RCP-00019,P12,EUR,19.3225,1236.6622,395.7319,3.478,0.1227,COST-0011,true
NODE-0028,RCP-00020,P01,SEK,171.0138,11030.0423,3529.6135,30.7825,0.0741,COST-0011,true
NODE-0028,RCP-00020,P02,SEK,170.1336,11032.7122,3530.4679,30.624,0.0741,COST-0011,true
NODE-0028,RCP-00020,P03,SEK,169.6538,11040.6423,3533.0055,30.5377,0.0741,COST-0011,true
NODE-0028,RCP-00020,P04,SEK,169.7373,11054.8333,3537.5467,30.5527,0.0741,COST-0011,true
NODE-0028,RCP-00020,P05,SEK,170.4108,11074.7785,3543.9291,30.6739,0.0741,COST-0011,true
NODE-0028,RCP-00020,P06,SEK,171.5582,11098.5759,3551.5443,30.8805,0.0741,COST-0011,true
NODE-0028,RCP-00020,P07,SEK,172.9467,11123.3714,3559.4789,31.1304,0.0741,COST-0011,true
NODE-0028,RCP-00020,P08,SEK,174.2826,11146.0421,3566.7335,31.3709,0.0741,COST-0011,true
NODE-0028,RCP-00020,P09,SEK,175.2828,11163.965,3572.4688,31.5509,0.0741,COST-0011,true
NODE-0028,RCP-00020,P10,SEK,175.7457,11175.6797,3576.2175,31.6342,0.0741,COST-0011,true
NODE-0028,RCP-00020,P11,SEK,175.6022,11181.2659,3578.0051,31.6084,0.0741,COST-0011,true
NODE-0028,RCP-00020,P12,SEK,174.9339,11182.3307,3578.3458,31.4881,0.0741,COST-0011,true
NODE-0023,RCP-00021,P01,USD,26.6144,1696.404,542.8493,4.7906,0.1201,COST-0011,true
NODE-0023,RCP-00021,P02,USD,26.7307,1700.0051,544.0016,4.8115,0.1201,COST-0011,true
NODE-0023,RCP-00021,P03,USD,26.7627,1703.1189,544.998,4.8173,0.1201,COST-0011,true
NODE-0023,RCP-00021,P04,USD,26.7125,1705.6464,545.8069,4.8082,0.1201,COST-0011,true
NODE-0023,RCP-00021,P05,USD,26.6026,1707.6354,546.4433,4.7885,0.1201,COST-0011,true
NODE-0023,RCP-00021,P06,USD,26.4705,1709.2689,546.9661,4.7647,0.1201,COST-0011,true
NODE-0023,RCP-00021,P07,USD,26.3589,1710.8205,547.4626,4.7446,0.1201,COST-0011,true
NODE-0023,RCP-00021,P08,USD,26.3058,1712.5868,548.0278,4.735,0.1201,COST-0011,true
NODE-0023,RCP-00021,P09,USD,26.3347,1714.8147,548.7407,4.7403,0.1201,COST-0011,true
NODE-0023,RCP-00021,P10,USD,26.4495,1717.6421,549.6455,4.7609,0.1201,COST-0011,true
