plant_id,material_id,period_id,demand_quantity,priority_class,service_weight,shortage_penalty_eur_per_unit
NODE-0036,MAT-0034,P04,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P05,37.47,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P06,39.69,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P07,41.06,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P08,40.77,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P09,50.18,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P10,41.18,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P11,35.51,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P12,35.94,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P01,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P02,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P03,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P04,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P05,33.78,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P06,34.74,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P07,36.72,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P08,38.52,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P09,39.04,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P10,48.74,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P11,40.21,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P12,34.24,HIGH,2.5,2400.0
NODE-0037,MAT-0029,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P02,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P03,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P04,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P05,55.72,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P06,51.7,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P07,48.65,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P08,49.75,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P09,48.78,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P10,46.33,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P11,43.88,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P12,42.91,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P02,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P03,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P04,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P05,48.03,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P06,64.05,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P07,54.89,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P08,46.41,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P09,43.83,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P10,42.57,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P11,43.4,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P12,45.83,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P02,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P03,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P04,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P05,55.79,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P06,54.84,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P07,71.55,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P08,66.69,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P09,62.48,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P10,63.24,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P11,61.47,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P12,58.26,CRITICAL,6.0,6000.0
NODE-0037,MAT-0033,P01,35.06,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P02,32.83,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P03,30.13,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P04,28.58,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P05,29.13,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P06,31.45,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P07,34.12,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P08,50.45,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P09,41.09,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P10,32.43,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P11,29.8,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P12,28.53,STANDARD,1.0,900.0
NODE-0037,MAT-0034,P01,0.0,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P02,0.0,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P03,0.0,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P04,0.0,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P05,38.41,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P06,38.07,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P07,39.47,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P08,41.74,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P09,55.85,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P10,49.05,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P11,42.23,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P12,39.97,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P01,26.03,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P02,24.17,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P03,22.24,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P04,21.41,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P05,22.19,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P06,24.1,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P07,25.99,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P08,26.7,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P09,25.81,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P10,33.88,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P11,25.99,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P12,21.43,HIGH,2.5,2400.0
NODE-0038,MAT-0030,P01,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P02,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P03,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P04,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P05,72.18,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P06,64.64,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P07,61.02,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P08,64.33,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P09,65.9,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P10,64.77,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P11,61.63,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P12,58.38,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P01,35.89,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P02,34.28,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P03,31.53,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P04,29.32,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P05,28.98,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P06,43.62,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P07,39.51,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P08,35.59,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P09,35.77,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P10,33.91,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P11,31.13,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P12,29.13,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P01,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P02,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P03,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P04,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P05,53.7,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P06,56.82,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P07,75.83,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P08,65.17,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P09,55.2,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P10,52.12,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P11,50.52,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P12,51.38,CRITICAL,6.0,6000.0
NODE-0038,MAT-0034,P01,0.0,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P02,0.0,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P03,0.0,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P04,0.0,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P05,38.96,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P06,40.19,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P07,39.74,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P08,48.81,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P09,40.06,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P10,34.64,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P11,35.22,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P12,37.15,STANDARD,1.0,900.0
NODE-0038,MAT-0035,P01,29.68,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P02,27.38,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P03,26.57,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P04,27.75,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P05,30.2,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P06,32.43,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P07,33.1,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P08,31.79,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P09,41.61,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P10,32.03,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P11,26.62,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P12,28.06,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P01,0.0,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P02,0.0,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P03,0.0,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P04,0.0,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P05,31.83,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P06,33.71,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P07,35.29,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P08,35.61,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P09,34.48,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P10,41.72,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P11,34.71,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P12,30.82,HIGH,2.5,2400.0
