node_id,material_id,period_id,standard_unit_cost_eur,derivation_method,baseline_only_flag,prohibited_for_recursive_model_flag
NODE-0014,MAT-0014,P12,66.213065,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P01,63.968641,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P02,63.888173,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P03,63.771938,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P04,63.648221,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P05,63.547164,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P06,63.493256,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P07,63.499538,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P08,63.564276,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P09,63.671409,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P10,63.794546,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P11,63.903352,SYNTHETIC_STANDARD_COST,true,true
NODE-0014,MAT-0019,P12,63.970994,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P01,91.736926,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P02,91.369994,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P03,90.969248,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P04,90.632797,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P05,90.443022,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P06,90.446378,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P07,90.642043,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P08,90.982113,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P09,91.383318,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P10,91.747436,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P11,91.985311,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0015,P12,92.038704,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P01,57.409846,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P02,57.406438,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P03,57.314958,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P04,57.158034,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P05,56.974309,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P06,56.809003,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P07,56.702818,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P08,56.681973,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P09,56.751805,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P10,56.895457,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P11,57.07797,SYNTHETIC_STANDARD_COST,true,true
NODE-0015,MAT-0020,P12,57.254898,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P01,58.547004,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P02,58.63565,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P03,58.5792,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P04,58.391636,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P05,58.119047,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P06,57.828339,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P07,57.590848,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P08,57.464888,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P09,57.481461,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P10,57.636678,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P11,57.892696,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0013,P12,58.187003,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P01,30.557445,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P02,30.496614,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P03,30.406867,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P04,30.310425,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P05,30.231153,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P06,30.188709,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P07,30.193733,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P08,30.245249,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P09,30.33089,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P10,30.429941,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P11,30.5184,SYNTHETIC_STANDARD_COST,true,true
NODE-0016,MAT-0016,P12,30.574859,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P01,38.910379,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P02,38.886387,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P03,38.797006,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P04,38.664054,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P05,38.520179,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P06,38.400465,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P07,38.334377,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P08,38.338011,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P09,38.410491,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P10,38.53406,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P11,38.678527,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0014,P12,38.808467,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P01,53.001264,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P02,52.941901,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P03,52.816748,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P04,52.656439,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P05,52.500243,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P06,52.386132,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P07,52.342101,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P08,52.378701,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P09,52.487021,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P10,52.640417,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P11,52.801236,SYNTHETIC_STANDARD_COST,true,true
NODE-0017,MAT-0017,P12,52.930009,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P01,47.194844,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P02,47.16361,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P03,47.086202,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P04,46.981495,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P05,46.874894,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P06,46.792934,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P07,46.755352,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P08,46.771509,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P09,46.837438,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P10,46.937076,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P11,47.045702,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0015,P12,47.137073,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P01,43.824155,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P02,43.855806,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P03,43.834006,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P04,43.764147,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P05,43.662714,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P06,43.554087,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P07,43.464419,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P08,43.415182,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P09,43.418333,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P10,43.472417,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P11,43.563683,SYNTHETIC_STANDARD_COST,true,true
NODE-0018,MAT-0018,P12,43.669878,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P01,50.583133,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P02,50.509507,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P03,50.430809,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P04,50.366376,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P05,50.332157,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P06,50.336632,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P07,50.378837,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P08,50.448579,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P09,50.528904,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P10,50.60027,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P11,50.645347,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0016,P12,50.653204,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P01,60.655184,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P02,60.563883,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P03,60.457662,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P04,60.362333,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P05,60.301046,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P06,60.288612,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P07,60.327894,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P08,60.409054,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P09,60.512056,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P10,60.611479,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P11,60.682787,SYNTHETIC_STANDARD_COST,true,true
NODE-0019,MAT-0019,P12,60.708333,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P01,65.770332,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P02,65.428623,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P03,65.098459,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P04,64.860587,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P05,64.773174,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P06,64.857539,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P07,65.09294,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P08,65.421673,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P09,65.763158,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P10,66.033714,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P11,66.16702,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0017,P12,66.130347,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P01,47.425673,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P02,47.250473,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P03,47.07766,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P04,46.949176,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P05,46.896112,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P06,46.931093,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P07,47.045186,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P08,47.210088,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P09,47.385057,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P10,47.526899,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P11,47.600502,SYNTHETIC_STANDARD_COST,true,true
NODE-0020,MAT-0020,P12,47.587491,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P01,104.50893,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P02,104.421618,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P03,104.229637,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P04,103.977088,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P05,103.723467,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P06,103.528425,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P07,103.436919,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P08,103.469092,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P09,103.614375,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P10,103.834727,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P11,104.073676,SYNTHETIC_STANDARD_COST,true,true
NODE-0021,MAT-0026,P12,104.270216,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P01,104.157481,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P02,104.160788,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P03,104.065263,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P04,103.894591,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P05,103.690946,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P06,103.504516,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P07,103.381322,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P08,103.35186,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P09,103.423717,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P10,103.579613,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P11,103.781772,SYNTHETIC_STANDARD_COST,true,true
NODE-0022,MAT-0027,P12,103.981021,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P01,230.158176,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P02,229.947427,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P03,229.568078,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P04,229.112046,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P05,228.690476,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P06,228.406002,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P07,228.327461,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P08,228.473614,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P09,228.808047,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P10,229.24822,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P11,229.685651,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0023,P12,230.012697,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P01,121.963468,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P02,121.735863,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P03,121.535169,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P04,121.409609,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P05,121.389568,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P06,121.479129,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P07,121.655553,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P08,121.875127,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P09,122.083473,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P10,122.22885,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P11,122.27471,SYNTHETIC_STANDARD_COST,true,true
NODE-0023,MAT-0028,P12,122.209539,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P01,187.24582,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P02,187.240752,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P03,187.051873,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P04,186.724002,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P05,186.336036,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P06,185.981497,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P07,185.745788,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P08,185.685171,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P09,185.813103,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P10,186.096818,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P11,186.465438,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0021,P12,186.827296,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P01,119.864473,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P02,119.756631,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P03,119.593296,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P04,119.415752,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P05,119.268839,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P06,119.189932,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P07,119.199698,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P08,119.29712,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P09,119.459685,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P10,119.64901,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P11,119.820085,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0024,P12,119.932368,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P01,379.985483,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P02,379.876734,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P03,379.502233,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P04,378.966023,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P05,378.412841,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P06,377.9903,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P07,377.815067,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P08,377.942428,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P09,378.35465,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P10,378.962905,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P11,379.6315,SYNTHETIC_STANDARD_COST,true,true
NODE-0024,MAT-0025,P12,380.209477,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P01,218.69182,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P02,218.119469,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P03,217.464131,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P04,216.883559,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P05,216.517158,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P06,216.452224,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P07,216.701841,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P08,217.202388,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P09,217.828628,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P10,218.424692,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P11,218.841781,SYNTHETIC_STANDARD_COST,true,true
NODE-0025,MAT-0021,P12,218.975384,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P01,187.265798,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P02,186.644085,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P03,186.087517,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P04,185.733515,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P05,185.669927,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P06,185.913481,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P07,186.405707,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P08,187.027267,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P09,187.627127,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P10,188.059595,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P11,188.219954,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0023,P12,188.070092,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P01,195.641496,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P02,195.331742,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P03,194.987518,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P04,194.697192,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P05,194.536931,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P06,194.550269,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P07,194.738887,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P08,195.060928,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P09,195.44267,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P10,195.794669,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P11,196.035815,SYNTHETIC_STANDARD_COST,true,true
NODE-0026,MAT-0026,P12,196.111604,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P01,150.952257,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P02,150.942921,SYNTHETIC_STANDARD_COST,true,true
NODE-0027,MAT-0022,P03,150.747232,SYNTHETIC_STANDARD_COST,true,true
