contract_id,material_id,period_id,unit_price,currency,price_source,scenario_sensitive_flag
CTR-00003,MAT-0008,P08,23.925354,USD,SYNTHETIC_FIXED,true
CTR-00003,MAT-0008,P09,24.053685,USD,SYNTHETIC_FIXED,true
CTR-00003,MAT-0008,P10,24.089104,USD,SYNTHETIC_FIXED,true
CTR-00003,MAT-0008,P11,24.032069,USD,SYNTHETIC_FIXED,true
CTR-00003,MAT-0008,P12,23.905589,USD,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P01,77.621986,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P02,77.072622,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P03,76.624362,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P04,76.394849,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P05,76.449464,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P06,76.785707,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P07,77.332689,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P08,77.96679,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P09,78.541175,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P10,78.922618,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P11,79.025851,PLN,SYNTHETIC_FIXED,true
CTR-00004,MAT-0002,P12,78.835432,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P01,52.179954,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P02,51.811829,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P03,51.368582,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P04,50.963693,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P05,50.701491,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P06,50.652653,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P07,50.836826,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P08,51.21666,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P09,51.705706,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P10,52.189378,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P11,52.554029,PLN,SYNTHETIC_FIXED,true
CTR-00005,MAT-0002,P12,52.716078,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P01,35.753182,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P02,35.402059,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P03,35.092656,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P04,34.904046,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P05,34.886443,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P06,35.049273,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P07,35.358272,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P08,35.742803,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P09,36.11257,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P10,36.38015,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P11,36.483461,PLN,SYNTHETIC_FIXED,true
CTR-00006,MAT-0009,P12,36.401674,PLN,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P01,75.685418,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P02,74.893316,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P03,74.051323,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P04,73.328085,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P05,72.863075,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P06,72.733566,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P07,72.935771,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P08,73.384928,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P09,73.935308,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P10,74.41611,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P11,74.674343,RON,SYNTHETIC_FIXED,true
CTR-00007,MAT-0010,P12,74.613185,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P01,228.387342,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P02,227.378298,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P03,225.613197,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P04,223.416637,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P05,221.215923,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P06,219.439679,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P07,218.415183,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P08,218.287729,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P09,218.982601,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P10,220.221773,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P11,221.593183,RON,SYNTHETIC_FIXED,true
CTR-00008,MAT-0003,P12,222.654847,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P01,76.04924,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P02,75.602622,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P03,74.931423,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P04,74.163809,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P05,73.450696,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P06,72.929947,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P07,72.693278,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P08,72.763475,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P09,73.087958,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P10,73.551256,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P11,74.00385,RON,SYNTHETIC_FIXED,true
CTR-00009,MAT-0010,P12,74.299892,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P01,227.432298,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P02,227.619954,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P03,226.986135,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P04,225.581647,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P05,223.64279,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P06,221.535215,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P07,219.667129,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P08,218.390466,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P09,217.913252,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P10,218.24623,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P11,219.199451,RON,SYNTHETIC_FIXED,true
CTR-00010,MAT-0003,P12,220.430813,RON,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P01,8372.828199,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P02,8277.076735,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P03,8202.147381,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P04,8163.992331,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P05,8169.738911,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P06,8216.004433,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P07,8289.570225,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P08,8370.405952,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P09,8436.516478,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P10,8469.465108,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P11,8459.118091,JPY,SYNTHETIC_FIXED,true
CTR-00011,MAT-0011,P12,8406.205356,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P01,2866.082463,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P02,2845.697497,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P03,2833.671377,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P04,2832.164313,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P05,2840.819285,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P06,2856.841539,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P07,2875.63325,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P08,2891.876829,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P09,2900.844871,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P10,2899.602202,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P11,2887.771602,JPY,SYNTHETIC_FIXED,true
CTR-00012,MAT-0004,P12,2867.621747,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P01,1473.580635,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P02,1465.661412,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P03,1453.773386,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P04,1440.445713,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P05,1428.544981,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P06,1420.604967,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P07,1418.220119,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P08,1421.639972,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P09,1429.680226,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P10,1439.996362,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P11,1449.674204,JPY,SYNTHETIC_FIXED,true
CTR-00013,MAT-0004,P12,1455.975207,JPY,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P01,13.148614,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P02,13.112265,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P03,13.042517,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P04,12.956447,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P05,12.875127,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P06,12.818468,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P07,12.800342,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P08,12.825186,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P09,12.886918,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P10,12.970424,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P11,13.055259,EUR,SYNTHETIC_FIXED,true
CTR-00014,MAT-0012,P12,13.120651,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P01,4.9079,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P02,4.925757,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P03,4.922618,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P04,4.899251,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P05,4.861378,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P06,4.81827,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P07,4.780483,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P08,4.757267,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P09,4.754308,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P10,4.772328,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P11,4.806917,EUR,SYNTHETIC_FIXED,true
CTR-00015,MAT-0005,P12,4.849606,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P01,5.472262,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P02,5.481932,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P03,5.467896,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P04,5.43359,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P05,5.387414,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P06,5.340674,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P07,5.304811,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P08,5.288609,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P09,5.296032,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P10,5.325264,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P11,5.369148,EUR,SYNTHETIC_FIXED,true
CTR-00016,MAT-0005,P12,5.416939,EUR,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P01,107.452021,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P02,107.367373,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P03,106.899287,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P04,106.189318,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P05,105.437892,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P06,104.856479,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P07,104.616589,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P08,104.807333,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P09,105.412231,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P10,106.312082,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P11,107.314114,SEK,SYNTHETIC_FIXED,true
CTR-00017,MAT-0001,P12,108.200245,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P01,119.943865,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P02,119.779018,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P03,119.329006,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P04,118.734491,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P05,118.171431,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P06,117.80902,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P07,117.768722,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P08,118.093947,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P09,118.738227,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P10,119.575753,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P11,120.432372,SEK,SYNTHETIC_FIXED,true
CTR-00018,MAT-0006,P12,121.129218,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P01,69.60724,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P02,69.932635,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P03,70.000153,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P04,69.811281,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P05,69.429626,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P06,68.965913,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P07,68.551678,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P08,68.307403,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P09,68.312576,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P10,68.585373,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P11,69.07765,SEK,SYNTHETIC_FIXED,true
CTR-00019,MAT-0006,P12,69.686924,SEK,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P01,21124.23121,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P02,21245.917021,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P03,21264.038252,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P04,21177.803935,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P05,21012.413402,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P06,20812.566413,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P07,20631.414925,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P08,20517.063605,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P09,20501.202806,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P10,20591.594839,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P11,20770.450167,KRW,SYNTHETIC_FIXED,true
CTR-00020,MAT-0002,P12,20998.554461,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P01,50063.544584,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P02,49817.486568,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P03,49721.272533,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P04,49808.767589,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P05,50068.165577,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P06,50444.780697,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P07,50855.730516,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P08,51209.983526,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P09,51431.061711,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P10,51474.846142,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P11,51340.069164,KRW,SYNTHETIC_FIXED,true
CTR-00021,MAT-0007,P12,51068.600917,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P01,50945.254009,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P02,50612.710753,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P03,50234.279309,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P04,49913.0032,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P05,49737.918178,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P06,49761.375325,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P07,49986.933878,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P08,50368.402659,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P09,50822.264327,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P10,51247.769978,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P11,51551.147466,KRW,SYNTHETIC_FIXED,true
CTR-00022,MAT-0007,P12,51667.774742,KRW,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P01,45.992898,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P02,45.729356,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P03,45.502615,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P04,45.402794,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P05,45.489549,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P06,45.777212,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P07,46.231043,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P08,46.775551,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P09,47.312836,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P10,47.746449,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P11,48.004996,GBP,SYNTHETIC_FIXED,true
CTR-00023,MAT-0003,P12,48.059755,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P01,23.589126,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P02,23.763992,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P03,23.856302,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P04,23.86029,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P05,23.791984,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P06,23.685394,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P07,23.584231,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P08,23.531216,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P09,23.5576,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P10,23.675458,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P11,23.874633,GBP,SYNTHETIC_FIXED,true
CTR-00024,MAT-0008,P12,24.12508,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P01,20.026559,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P02,19.968763,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P03,19.862367,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P04,19.74794,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P05,19.668365,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P06,19.658289,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P07,19.735565,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P08,19.896789,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P09,20.118046,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P10,20.360671,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P11,20.580625,GBP,SYNTHETIC_FIXED,true
CTR-00025,MAT-0008,P12,20.739235,GBP,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P01,11.294221,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P02,11.217972,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P03,11.120674,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P04,11.026148,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P05,10.957539,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P06,10.931644,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P07,10.954803,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P08,11.021346,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P09,11.114981,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P10,11.212783,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P11,11.290806,EUR,SYNTHETIC_FIXED,true
CTR-00026,MAT-0004,P12,11.329948,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P01,13.4423,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P02,13.41576,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P03,13.347692,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P04,13.254763,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P05,13.159724,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P06,13.085845,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P07,13.051213,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P08,13.064308,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P09,13.121923,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P10,13.209953,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P11,13.306844,EUR,SYNTHETIC_FIXED,true
CTR-00027,MAT-0004,P12,13.388875,EUR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P01,64.79017,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P02,64.391708,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P03,64.107376,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P04,64.042655,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P05,64.24949,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P06,64.713255,MYR,SYNTHETIC_FIXED,true
CTR-00028,MAT-0010,P07,65.356301,MYR,SYNTHETIC_FIXED,true
