plant_id,material_id,period_id,demand_quantity,priority_class,service_weight,shortage_penalty_eur_per_unit
NODE-0036,MAT-0034,P04,23.45,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P05,25.16,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P06,27.38,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P07,28.75,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P08,28.46,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P09,37.87,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P10,28.87,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P11,23.2,HIGH,2.5,2400.0
NODE-0036,MAT-0034,P12,23.62,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P01,0.0,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P02,25.88,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P03,23.94,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P04,22.09,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P05,21.45,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P06,22.41,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P07,24.39,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P08,26.19,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P09,26.71,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P10,36.41,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P11,27.88,HIGH,2.5,2400.0
NODE-0036,MAT-0036,P12,21.9,HIGH,2.5,2400.0
NODE-0037,MAT-0029,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P02,31.49,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P03,28.93,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P04,27.69,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P05,40.48,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P06,36.46,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P07,33.41,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P08,34.51,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P09,33.54,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P10,31.09,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P11,28.64,CRITICAL,6.0,6000.0
NODE-0037,MAT-0029,P12,27.67,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P02,28.02,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P03,28.54,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P04,30.8,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P05,33.42,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P06,49.44,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P07,40.28,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P08,31.8,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P09,29.22,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P10,27.96,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P11,28.79,CRITICAL,6.0,6000.0
NODE-0037,MAT-0030,P12,31.2,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P01,0.0,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P02,42.79,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P03,41.36,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P04,38.22,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P05,35.29,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P06,34.34,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P07,51.05,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P08,46.19,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P09,41.98,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P10,42.74,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P11,40.97,CRITICAL,6.0,6000.0
NODE-0037,MAT-0031,P12,37.73,CRITICAL,6.0,6000.0
NODE-0037,MAT-0033,P01,35.06,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P02,32.83,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P03,30.13,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P04,28.58,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P05,29.13,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P06,31.45,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P07,34.12,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P08,50.45,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P09,41.09,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P10,32.43,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P11,29.8,STANDARD,1.0,900.0
NODE-0037,MAT-0033,P12,28.53,STANDARD,1.0,900.0
NODE-0037,MAT-0034,P01,0.0,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P02,29.65,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P03,28.37,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P04,26.11,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P05,24.25,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P06,23.91,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P07,25.31,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P08,27.58,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P09,41.69,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P10,34.89,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P11,28.07,HIGH,2.5,2400.0
NODE-0037,MAT-0034,P12,25.78,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P01,26.03,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P02,24.17,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P03,22.24,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P04,21.41,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P05,22.19,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P06,24.1,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P07,25.99,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P08,26.7,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P09,25.81,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P10,33.88,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P11,25.99,HIGH,2.5,2400.0
NODE-0037,MAT-0035,P12,21.43,HIGH,2.5,2400.0
NODE-0038,MAT-0030,P01,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P02,44.11,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P03,41.16,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P04,37.8,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P05,51.19,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P06,43.65,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P07,40.03,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P08,43.34,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P09,44.91,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P10,43.78,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P11,40.64,CRITICAL,6.0,6000.0
NODE-0038,MAT-0030,P12,37.4,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P01,35.89,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P02,34.28,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P03,31.53,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P04,29.32,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P05,28.98,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P06,43.62,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P07,39.51,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P08,35.59,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P09,35.77,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P10,33.91,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P11,31.13,CRITICAL,6.0,6000.0
NODE-0038,MAT-0031,P12,29.13,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P01,0.0,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P02,35.02,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P03,33.12,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P04,33.61,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P05,36.21,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P06,39.33,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P07,58.34,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P08,47.68,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P09,37.71,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P10,34.63,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P11,33.03,CRITICAL,6.0,6000.0
NODE-0038,MAT-0032,P12,33.89,CRITICAL,6.0,6000.0
NODE-0038,MAT-0034,P01,0.0,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P02,22.83,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P03,23.15,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P04,24.93,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P05,27.08,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P06,28.31,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P07,27.86,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P08,36.93,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P09,28.18,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P10,22.76,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P11,23.34,STANDARD,1.0,900.0
NODE-0038,MAT-0034,P12,25.25,STANDARD,1.0,900.0
NODE-0038,MAT-0035,P01,29.68,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P02,27.38,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P03,26.57,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P04,27.75,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P05,30.2,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P06,32.43,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P07,33.1,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P08,31.79,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P09,41.61,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P10,32.03,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P11,26.62,HIGH,2.5,2400.0
NODE-0038,MAT-0035,P12,28.06,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P01,0.0,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P02,22.06,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P03,20.41,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P04,19.99,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P05,21.03,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P06,22.91,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P07,24.49,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P08,24.81,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P09,23.68,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P10,30.92,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P11,23.91,HIGH,2.5,2400.0
NODE-0038,MAT-0036,P12,20.05,HIGH,2.5,2400.0
